Id,Name,Country Id,Language
411,fuxin,41,EN
412,wuwei,41,EN
413,manaus,27,EN
414,bhopāl,94,EN
415,san jose,228,EN
416,warsaw,166,EN
417,lubumbashi,46,EN
418,davao,164,EN
419,haikou,41,EN
420,damascus,207,EN
421,shuyangzha,41,EN
422,brussels,19,EN
423,lusaka,238,EN
424,hyderabad city,158,EN
425,budapest,92,EN
426,shuozhou,41,EN
427,cleveland,228,EN
428,benxi,41,EN
429,baiyin,41,EN
430,pittsburgh,228,EN
431,patna,94,EN
432,mosul,97,EN
433,caloocan city,164,EN
434,austin,228,EN
435,sanzhou,41,EN
436,beihai,41,EN
437,mecca,184,EN
438,heihe,41,EN
439,jingdezhen,41,EN
440,conakry,86,EN
441,kampala,224,EN
442,cincinnati,228,EN
443,recife,27,EN
444,yushan,41,EN
445,zhongli,208,EN
446,kansas city,228,EN
447,manhattan,228,EN
448,bilāspur,94,EN
449,semarang,95,EN
450,ludhiāna,94,EN
451,novosibirsk,172,EN
452,chengtangcun,41,EN
453,āgra,94,EN
454,karaj,96,EN
455,wenzhou,41,EN
456,indianapolis,228,EN
457,león de los aldama,134,EN
458,puebla,134,EN
459,kalyān,94,EN
460,madurai,94,EN
461,mbuji-mayi,46,EN
462,hebi,41,EN
463,shīrāz,96,EN
464,jamshedpur,94,EN
465,columbus,228,EN
466,tabrīz,96,EN
467,maracaibo,233,EN
468,kawasaki,103,EN
469,aba,151,EN
470,palembang,95,EN
471,zhangjiajie,41,EN
472,kōbe,103,EN
473,charlotte,228,EN
474,changshu,41,EN
475,lianjiang,41,EN
476,ximeicun,41,EN
477,jianguang,41,EN
478,yucheng,41,EN
479,belém,27,EN
480,guiping,41,EN
481,leizhou,41,EN
482,gwangju,197,EN
483,munich,77,EN
484,nāsik,94,EN
485,porto alegre,27,EN
486,valencia,233,EN
487,onitsha,151,EN
488,abu dhabi,226,EN
489,virginia beach,228,EN
490,daejeon,197,EN
491,zapopan,134,EN
492,yekaterinburg,172,EN
493,huazhou,41,EN
494,kyōto,103,EN
495,shuangyashan,41,EN
496,pizhou,41,EN
497,el kelaa des srarhna,140,EN
498,kharkiv,225,EN
499,yangshe,41,EN
500,guyuan,41,EN
501,khulna,16,EN
502,muscat,157,EN
503,bronx,228,EN
504,gaozhou,41,EN
505,chizhou,41,EN
506,farīdābād,94,EN
507,ulaanbaatar,137,EN
508,goiânia,27,EN
509,fuqing,41,EN
510,belgrade,186,EN
511,pingdu,41,EN
512,milan,101,EN
513,aurangābād,94,EN
514,yutan,41,EN
515,milwaukee,228,EN
516,huangshan,41,EN
517,auckland,148,EN
518,makassar,95,EN
519,santiago,58,EN
520,prague,53,EN
521,rājkot,94,EN
522,liangshi,41,EN
523,córdoba,9,EN
524,guarulhos,27,EN
525,al başrah,97,EN
526,saitama,103,EN
527,juárez,134,EN
528,montevideo,229,EN
529,xintai,41,EN
530,wusong,41,EN
531,meerut,94,EN
532,yushu,41,EN
533,rongcheng,41,EN
534,huazhou,41,EN
535,yangquan,41,EN
536,adelaide,12,EN
537,baishan,41,EN
538,dayan,41,EN
539,haicheng,41,EN
540,jiangyin,41,EN
541,huaiyin,41,EN
542,wuzhong,41,EN
543,cacuaco,6,EN
544,barranquilla,43,EN
545,sofia,30,EN
546,soweto,195,EN
547,jabalpur,94,EN
548,rucheng,41,EN
549,nizhniy novgorod,172,EN
550,shaoyang,41,EN
551,dhanbād,94,EN
552,comayagüela,90,EN
553,laiwu,41,EN
554,sharjah,226,EN
555,jingling,41,EN
556,kazan,172,EN
557,suwon,197,EN
558,yongcheng,41,EN
559,calgary,36,EN
560,cần thơ,234,EN
561,abuja,151,EN
562,mandalay,142,EN
563,beidao,41,EN
564,xiangshui,41,EN
565,dadukou,41,EN
566,vila velha,27,EN
567,chelyabinsk,172,EN
568,mombasa,107,EN
569,providence,228,EN
570,vārānasi,94,EN
571,qom,96,EN
572,zhangye,41,EN
573,hiroshima,103,EN
574,maiduguri,151,EN
575,maputo,141,EN
576,doha,169,EN
577,rosario,9,EN
578,pikine,185,EN
579,xinyu,41,EN
580,ahvāz,96,EN
581,jacksonville,228,EN
582,medina,184,EN
583,srīnagar,94,EN
584,omsk,172,EN
585,liaoyuan,41,EN
586,cilacap,95,EN
587,yingtan,41,EN
588,bandar lampung,95,EN
589,samara,172,EN
590,guankou,41,EN
591,ulsan,197,EN
592,dingzhou,41,EN
593,campinas,27,EN
594,lianyuan,41,EN
595,dakar,185,EN
596,rongcheng,41,EN
597,kaiyuan,41,EN
598,nay pyi taw,142,EN
599,kigali,173,EN
600,leiyang,41,EN
601,yichun,41,EN
602,benin city,151,EN
603,birmingham,227,EN
604,xiantao,41,EN
605,amritsar,94,EN
606,callao,163,EN
607,monterrey,134,EN
608,alīgarh,94,EN
609,yingchuan,41,EN
610,ciudad nezahualcóyotl,134,EN
611,tripoli,117,EN
612,nampo,154,EN
613,rostov,172,EN
614,tegucigalpa,90,EN
615,tbilisi,76,EN
616,guwāhāti,94,EN
617,ufa,172,EN
618,fès,140,EN
619,biên hòa,234,EN
620,n’djamena,39,EN
621,ikare,151,EN
622,salt lake city,228,EN
623,bhilai,94,EN
624,hāora,94,EN
625,tamale,78,EN
626,xibeijie,41,EN
627,copenhagen,55,EN
628,nezahualcóyotl,134,EN
629,hanchuan,41,EN
630,gongzhuling,41,EN
631,krasnoyarsk,172,EN
632,cologne,77,EN
633,yicheng,41,EN
634,zhufeng,41,EN
635,são gonçalo,27,EN
636,nashville,228,EN
637,yerevan,10,EN
638,nur-sultan,106,EN
639,nouakchott,131,EN
640,vereeniging,195,EN
641,richmond,228,EN
642,são luís,27,EN
643,rānchi,94,EN
644,san pedro sula,90,EN
645,taixing,41,EN
646,gwalior,94,EN
647,memphis,228,EN
648,goyang,197,EN
649,bezwāda,94,EN
650,edmonton,36,EN
651,bishkek,111,EN
652,mizhou,41,EN
653,tunis,218,EN
654,xishan,41,EN
655,ezhou,41,EN
656,barquisimeto,233,EN
657,sendai,103,EN
658,hegang,41,EN
659,kathmandu,145,EN
660,mexicali,134,EN
661,voronezh,172,EN
662,perm,172,EN
663,changwon,197,EN
664,zhongwei,41,EN
665,shouguang,41,EN
666,bogor,95,EN
667,raleigh,228,EN
668,cartagena,43,EN
669,chandīgarh,94,EN
670,matola,141,EN
671,jodhpur,94,EN
672,ogbomoso,151,EN
673,shymkent,106,EN
674,niamey,150,EN
675,taizhou,41,EN
676,managua,149,EN
677,bagam,95,EN
678,shubrā al khaymah,60,EN
679,maceió,27,EN
680,monrovia,116,EN
681,wafangdian,41,EN
682,zhongxiang,41,EN
683,odesa,225,EN
684,port-au-prince,89,EN
685,new orleans,228,EN
686,villahermosa,134,EN
687,thủ đức,234,EN
688,volgograd,172,EN
689,mysore,94,EN
690,islamabad,158,EN
691,xinyi,41,EN
692,raipur,94,EN
693,arequipa,163,EN
694,port harcourt,151,EN
695,louisville,228,EN
696,zaoyang,41,EN
697,shuizhai,41,EN
698,xingyi,41,EN
699,kota,94,EN
700,quetta,158,EN
701,ottawa,36,EN
702,stockholm,205,EN
703,asmara,63,EN
704,freetown,188,EN
705,vientiane,112,EN
706,jerusalem,100,EN
707,bangui,38,EN
708,panama city,160,EN
709,amsterdam,146,EN
710,lomé,215,EN
711,libreville,74,EN
712,zagreb,49,EN
713,dushanbe,209,EN
714,lilongwe,124,EN
715,cotonou,21,EN
716,colombo,200,EN
717,pretoria,195,EN
718,winnipeg,36,EN
719,quebec city,36,EN
720,oslo,156,EN
721,athens,80,EN
722,bujumbura,32,EN
723,helsinki,70,EN
724,skopje,122,EN
725,chisinau,135,EN
726,riga,113,EN
727,kingston,102,EN
728,rabat,140,EN
729,vilnius,119,EN
730,san salvador,61,EN
731,djibouti,56,EN
732,dublin,98,EN
733,the hague,146,EN
734,asunción,162,EN
735,lisbon,167,EN
736,bratislava,191,EN
737,kitchener,36,EN
738,tallinn,64,EN
739,beirut,114,EN
740,cape town,195,EN
741,tirana,2,EN
742,wellington,148,EN
743,dodoma,210,EN
744,halifax,36,EN
745,bissau,87,EN
746,canberra,12,EN
747,juba,198,EN
748,yamoussoukro,54,EN
749,victoria,36,EN
750,maseru,115,EN
751,nicosia,52,EN
752,windhoek,143,EN
753,port moresby,161,EN
754,porto-novo,21,EN
755,sucre,24,EN
756,san josé,48,EN
757,ljubljana,192,EN
758,sarajevo,25,EN
759,nassau,212,EN
760,bloemfontein,195,EN
761,fort-de-france,130,EN
762,new delhi,94,EN
763,gaborone,26,EN
764,paramaribo,202,EN
765,dili,214,EN
766,male,126,EN
767,georgetown,88,EN
768,gibraltar,79,EN
769,saint-denis,170,EN
770,malabo,62,EN
771,podgorica,138,EN
772,manama,15,EN
773,port louis,132,EN
774,willemstad,51,EN
775,bern,206,EN
776,papeete,73,EN
777,luxembourg,120,EN
778,reykjavík,93,EN
779,praia,33,EN
780,sri jayewardenepura kotte,200,EN
781,bridgetown,17,EN
782,moroni,44,EN
783,thimphu,23,EN
784,mbabane,204,EN
785,nouméa,147,EN
786,honiara,193,EN
787,suva,69,EN
788,ankara,219,EN
789,castries,177,EN
790,cayenne,72,EN
791,são tomé,183,EN
792,port-vila,231,EN
793,hamilton,22,EN
794,bandar seri begawan,29,EN
795,monaco,136,EN
796,gitega,32,EN
797,port of spain,217,EN
798,apia,181,EN
799,tarawa,108,EN
800,oranjestad,11,EN
801,saint helier,104,EN
802,banjul,213,EN
803,mamoudzou,133,EN
804,majuro,129,EN
805,douglas,99,EN
806,george town,37,EN
807,victoria,187,EN
808,kingstown,180,EN
809,andorra la vella,5,EN
810,saint john’s,8,EN
811,nuku‘alofa,216,EN
812,ashgabat,220,EN
813,nuuk,81,EN
814,belmopan,20,EN
815,roseau,57,EN
816,basseterre,176,EN
817,tórshavn,67,EN
818,pago pago,4,EN
819,valletta,128,EN
820,gaza,75,EN
821,grand turk,221,EN
822,palikir,68,EN
823,funafuti,222,EN
824,vaduz,118,EN
825,lobamba,204,EN
826,avarua,47,EN
827,saint george’s,82,EN
828,san marino,182,EN
829,al quds,236,EN
830,capitol hill,155,EN
831,stanley,66,EN
832,vatican city,232,EN
833,alofi,152,EN
834,basse-terre,83,EN
835,hagåtña,84,EN
836,marigot,178,EN
837,jamestown,175,EN
838,brades,139,EN
839,philipsburg,190,EN
840,yaren,144,EN
841,pristina,109,EN
842,gustavia,174,EN
843,road town,28,EN
844,ngerulmud,159,EN
845,saint-pierre,179,EN
846,the valley,7,EN
847,mata-utu,235,EN
848,kingston,153,EN
849,longyearbyen,203,EN
850,tifariti,140,EN
851,adamstown,165,EN
852,flying fish cove,42,EN
853,king edward point,196,EN
854,bareilly,94,EN
855,quảng hà,234,EN
856,xingcheng,41,EN
857,dongtai,41,EN
858,al manşūrah,60,EN
859,yingcheng,41,EN
860,chiba,103,EN
861,pekanbaru,95,EN
862,luocheng,41,EN
863,dnipro,225,EN
864,danyang,41,EN
865,natal,27,EN
866,nada,41,EN
867,zamboanga city,164,EN
868,kirkuk,97,EN
869,naples,101,EN
870,wuchuan,41,EN
871,huilong,41,EN
872,oklahoma city,228,EN
873,morelia,134,EN
874,cebu city,164,EN
875,shaoxing,41,EN
876,coimbatore,94,EN
877,santo domingo este,58,EN
878,setagaya,103,EN
879,sŏngnam,197,EN
880,taishan,41,EN
881,fangchenggang,41,EN
882,solāpur,94,EN
883,tangier,140,EN
884,anqiu,41,EN
885,feicheng,41,EN
886,kermānshāh,96,EN
887,kitakyūshū,103,EN
888,meishan,41,EN
889,khartoum north,201,EN
890,kisangani,46,EN
891,aguascalientes,134,EN
892,marrakech,140,EN
893,donetsk,225,EN
894,trujillo,163,EN
895,taihe,41,EN
896,bridgeport,228,EN
897,trichinopoly,94,EN
898,xin’an,41,EN
899,taihecun,41,EN
900,naucalpan de juárez,134,EN
901,owerri,151,EN
902,padang,95,EN
903,qingzhou,41,EN
904,buffalo,228,EN
905,lichuan,41,EN
906,daye,41,EN
907,fort worth,228,EN
908,hengzhou,41,EN
909,campo grande,27,EN
910,zhuanghe,41,EN
911,hartford,228,EN
912,bobo-dioulasso,31,EN
913,ad dammām,184,EN
914,lhasa,41,EN
915,jiaozhou,41,EN
916,taguig city,164,EN
917,mérida,134,EN
918,yangchun,41,EN
919,bucheon,197,EN
920,dengtalu,41,EN
921,antipolo,164,EN
922,hubli,94,EN
923,abeokuta,151,EN
924,cancún,134,EN
925,tucson,228,EN
926,krasnodar,172,EN
927,natal,27,EN
928,chihuahua,134,EN
929,klang,125,EN
930,turin,101,EN
931,ar ramādī,97,EN
932,laiyang,41,EN
933,sale,140,EN
934,jalandhar,94,EN
935,kaifeng chengguanzhen,41,EN
936,ikeja,151,EN
937,malang,95,EN
938,marseille,71,EN
939,saltillo,134,EN
940,gaomi,41,EN
941,ipoh,125,EN
942,hai’an,41,EN
943,oran,3,EN
944,hermosillo,134,EN
945,weichanglu,41,EN
946,shache,41,EN
947,leping,41,EN
948,hailun,41,EN
949,macheng,41,EN
950,akure,151,EN
951,ilorin,151,EN
952,teresina,27,EN
953,yuci,41,EN
954,omaha,228,EN
955,saratov,172,EN
956,erbil,97,EN
957,iguaçu,27,EN
958,el paso,228,EN
959,pasig city,164,EN
960,denpasar,95,EN
961,dehui,41,EN
962,bhubaneshwar,94,EN
963,tongchuan,41,EN
964,cheongju,197,EN
965,warri,151,EN
966,pointe-noire,45,EN
967,sakai,103,EN
968,rongjiawan,41,EN
969,butterworth,125,EN
970,renqiu,41,EN
971,honolulu,228,EN
972,xindi,41,EN
973,wu’an,41,EN
974,são bernardo do campo,27,EN
975,gaoyou,41,EN
976,culiacán,134,EN
977,hejian,41,EN
978,yiyang,41,EN
979,puxi,41,EN
980,zijinglu,41,EN
981,joão pessoa,27,EN
982,mcallen,228,EN
983,querétaro,134,EN
984,abaeté,27,EN
985,palermo,43,EN
986,qingping,41,EN
987,valencia,199,EN
988,niigata,103,EN
989,leeds,227,EN
990,morādābād,94,EN
991,hamamatsu,103,EN
992,xiangxiang,41,EN
993,chaohucun,41,EN
994,fuyang,41,EN
995,homs,207,EN
996,lubango,6,EN
997,san luis potosí,134,EN
998,cencheng,41,EN
999,dali,41,EN
1000,hamhŭng,154,EN
1001,kraków,166,EN
1002,hempstead,228,EN
1003,frankfurt,77,EN
1004,al ‘ayn,226,EN
1005,songzi,41,EN
1006,laixi,41,EN
1007,bahawalpur,158,EN
1008,zhongba,41,EN
1009,kaduna,151,EN
1010,qingnian,41,EN
1011,albuquerque,228,EN
1012,xinhualu,41,EN
1013,nerima,103,EN
1014,guangshui,41,EN
1015,tlajomulco de zúñiga,134,EN
1016,samarinda,95,EN
1017,pietermaritzburg,195,EN
1018,changhua,208,EN
1019,kolhāpur,94,EN
1020,sizhan,41,EN
1021,ciudad guayana,233,EN
1022,cúcuta,43,EN
1023,licheng,41,EN
1024,ōta-ku,103,EN
1025,thiruvananthapuram,94,EN
1026,tyumen,172,EN
1027,nampula,141,EN
1028,zaporizhzhia,225,EN
1029,chengguan,41,EN
1030,kumamoto,103,EN
1031,nehe,41,EN
1032,birmingham,228,EN
1033,zunhua,41,EN
1034,valenzuela,164,EN
1035,orūmīyeh,96,EN
1036,wugang,41,EN
1037,osogbo,151,EN
1038,shuangqiao,41,EN
1039,comodoro rivadavia,9,EN
1040,cagayan de oro,164,EN
1041,langzhong,41,EN
1042,qian’an,41,EN
1043,lviv,225,EN
1044,zouping,41,EN
1045,an najaf,97,EN
1046,sagamihara,103,EN
1047,sarasota,228,EN
1048,mississauga,36,EN
1049,okayama,103,EN
1050,anlu,41,EN
1051,dayton,228,EN
1052,changsha,41,EN
1053,torreón,134,EN
1054,shihezi,41,EN
1055,george town,125,EN
1056,enugu,151,EN
1057,soledad,43,EN
1058,jaboatão,27,EN
1059,yanggok,197,EN
1060,yatou,41,EN
1061,santo andré,27,EN
1062,xichang,41,EN
1063,bhiwandi,94,EN
1064,city of parañaque,164,EN
1065,dasmariñas,164,EN
1066,chengxiang,41,EN
1067,sahāranpur,94,EN
1068,warangal,94,EN
1069,edogawa,103,EN
1070,osasco,27,EN
1071,dashiqiao,41,EN
1072,latakia,207,EN
1073,rochester,228,EN
1074,fresno,228,EN
1075,banjarmasin,95,EN
1076,salem,94,EN
1077,general santos,164,EN
1078,ḩamāh,207,EN
1079,bacoor,164,EN
1080,shishi,41,EN
1081,guadalupe,134,EN
1082,adachi,103,EN
1083,qianxi,41,EN
1084,tolyatti,172,EN
1085,macau,121,EN
1086,bauchi,151,EN
1087,hamilton,36,EN
1088,łódź,166,EN
1089,miluo chengguanzhen,41,EN
1090,gaizhou,41,EN
1091,mālegaon,94,EN
1092,karbalā’,97,EN
1093,leling,41,EN
1094,são josé dos campos,27,EN
1095,sevilla,199,EN
1096,jianshe,41,EN
1097,shizuoka,103,EN
1098,jingcheng,41,EN
1099,kochi,94,EN
1100,allentown,228,EN
1101,tasikmalaya,95,EN
1102,rasht,96,EN
1103,xinmin,41,EN
1104,zhongshu,41,EN
1105,xigazê,41,EN
1106,gorakhpur,94,EN
1107,as sulaymānīyah,97,EN
1108,zaragoza,199,EN
1109,acapulco de juárez,134,EN
1110,bahār,96,EN
1111,palermo,101,EN
1112,guankou,41,EN
1113,tulsa,228,EN
1114,tlaquepaque,134,EN
1115,mazatlán,134,EN
1116,songyang,41,EN
1117,cape coral,228,EN
1118,ch’ŏngjin,154,EN
1119,puyang chengguanzhen,41,EN
1120,qionghu,41,EN
1121,ribeirão prêto,27,EN
1122,zhaodong,41,EN
1123,huambo,6,EN
1124,wenchang,41,EN
1125,shulan,41,EN
1126,tlalnepantla,134,EN
1127,catia la mar,233,EN
1128,sargodha,158,EN
1129,al hufūf,184,EN
1130,durango,134,EN
1131,jalingo,151,EN
1132,bouaké,54,EN
1133,sialkot city,158,EN
1134,san jose del monte,164,EN
1135,ansan,197,EN
1136,lingbao chengguanzhen,41,EN
1137,hwasu-dong,197,EN
1138,huế,234,EN
1139,shimoga,94,EN
1140,bulawayo,239,EN
1141,xiping,41,EN
1142,sanhe,41,EN
1143,guntūr,94,EN
