Id,Name,Country Id,Language
157,хуейчжоу,41,UK
158,хуайань,41,UK
159,ченьчжоу,41,UK
160,барселона,199,UK
161,anqing,41,UK
162,суцянь,41,UK
163,бостон,228,UK
164,цзянмень,41,UK
165,м'яньян,41,UK
166,харбін,41,UK
167,хуанлунсі,41,UK
168,мельбурн,12,UK
169,цзибо,41,UK
170,далянь,41,UK
171,хеншуй,41,UK
172,ібінь,41,UK
173,янчжоу,41,UK
174,timbío,43,UK
175,йоганнесбург,195,UK
176,іян,41,UK
177,гуйган,41,UK
178,xinpu,41,UK
179,мейчжоу,41,UK
180,касабланка,140,UK
181,langfang,41,UK
182,чжанцзякоу,41,UK
183,chifeng,41,UK
184,ліньфен,41,UK
185,цзянгуаньчі,41,UK
186,кабул,1,UK
187,фенікс,228,UK
188,лучжоу,41,UK
189,тайюань,41,UK
190,чжаоцін,41,UK
191,сяоксита,41,UK
192,сямень,41,UK
193,фучжоу,41,UK
194,лючжоу,41,UK
195,чжучжоу,41,UK
196,амман,105,UK
197,джидда,184,UK
198,чучжоу,41,UK
199,луді,41,UK
200,деян,41,UK
201,qingyuan,41,UK
202,кано,151,UK
203,уху,41,UK
204,сіетл,228,UK
205,йокогама,103,UK
206,бінчжоу,41,UK
207,баодзіші,41,UK
208,цзаочжуан,41,UK
209,нейцзян,41,UK
210,байчен,41,UK
211,берлін,77,UK
212,аньшань,41,UK
213,ланьчжоу,41,UK
214,пуянг,41,UK
215,сан франциско,228,UK
216,цзяоцзуо,41,UK
217,хечі,41,UK
218,монреаль,36,UK
219,детройт,228,UK
220,ченду,41,UK
221,пусан,197,UK
222,алжир,3,UK
223,ханьчжун,41,UK
224,шиян,41,UK
225,лакнау,94,UK
226,цитата,41,UK
227,юліньші,41,UK
228,чанчжі,41,UK
229,ціньчжоу,41,UK
230,бачжоу,41,UK
231,qincheng,41,UK
232,чжуншань,41,UK
233,подання до суду,41,UK
234,лешань,41,UK
235,сан - дієго,228,UK
236,файсалабад,158,UK
237,гуан’ань,41,UK
238,тонгрен,41,UK
239,бенгбу,41,UK
240,санта круз,24,UK
241,циньхуандао,41,UK
242,тунляо,41,UK
243,цзіньчжоу,41,UK
244,чженьцзян,41,UK
245,урумчі,41,UK
246,хеюань,41,UK
247,джайпур,94,UK
248,сіньчжоу,41,UK
249,учжоу,41,UK
250,аддіс-абеба,65,UK
251,чаоян,41,UK
252,бразиліа,27,UK
253,мешхед,96,UK
254,шаогуань,41,UK
255,місто кувейт,110,UK
256,шаньвей,41,UK
257,кесон сіті,164,UK
258,міннеаполіс,228,UK
259,київ,225,UK
260,сана,237,UK
261,мейшань,41,UK
262,гватемала сіті,85,UK
263,інчхон,197,UK
264,нінде,41,UK
265,тампа,228,UK
266,дацін,41,UK
267,путін,41,UK
268,бандунг,95,UK
269,сурабая,95,UK
270,сальвадор,27,UK
271,денвер,228,UK
272,рим,101,UK
273,мир,24,UK
274,хоххот,41,UK
275,сянтан,41,UK
276,пхеньян,154,UK
277,тайчжун,208,UK
278,вейхай,41,UK
279,жіжао,41,UK
280,муданьцзян,41,UK
281,гаосюн,208,UK
282,гуаякіль,59,UK
283,обв'язування,41,UK
284,канпор,94,UK
285,dingxi,41,UK
286,тайбей,208,UK
287,наньпін,41,UK
288,zigong,41,UK
289,чаочжоу,41,UK
290,баотоу,41,UK
291,гулоу,41,UK
292,лунянь,41,UK
293,анькан,41,UK
294,баошань,41,UK
295,хулудао,41,UK
296,антананаріву,123,UK
297,яньцзян,41,UK
298,чатограма,16,UK
299,санто-домінго,58,UK
300,санмін,41,UK
301,довго,41,UK
302,бруклін,228,UK
303,янцзян,41,UK
304,цзямусі,41,UK
305,ібадан,151,UK
306,луохе,41,UK
307,lincang,41,UK
308,медельїн,43,UK
309,сюаньчжоу,41,UK
310,юньфу,41,UK
311,дубай,226,UK
312,мірзапур,94,UK
313,ташкент,230,UK
314,гуан'юань,41,UK
315,калі,43,UK
316,хуанші,41,UK
317,уагадугу,31,UK
318,тегу,197,UK
319,форталеза,27,UK
320,яунде,35,UK
321,дуала,35,UK
322,цзілінь,41,UK
323,даньдун,41,UK
324,ляньшань,41,UK
325,інкоу,41,UK
326,нагпур,94,UK
327,омдурман,201,UK
328,бекасі,95,UK
329,газіабад,94,UK
330,юйсі,41,UK
331,брісбен,12,UK
332,аньшунь,41,UK
333,депок,95,UK
334,шанчжоу,41,UK
335,хуайнань,41,UK
336,куайдамао,41,UK
337,аккра,78,UK
338,фукуока,103,UK
339,jincheng,41,UK
340,ванкувер,36,UK
341,тангеранг,95,UK
342,санменся,41,UK
343,лайбін,41,UK
344,королеви,228,UK
345,цинбалінг,41,UK
346,синін,41,UK
347,ма’аньшань,41,UK
348,yan’an,41,UK
349,баку,14,UK
350,гаопінг,41,UK
351,хараре,239,UK
352,гавана,50,UK
353,пномпень,34,UK
354,нінбо,41,UK
355,могадішо,194,UK
356,пунінг,41,UK
357,поки,95,UK
358,хуайбей,41,UK
359,qingyang,41,UK
360,набережна річки,228,UK
361,балтімор,228,UK
362,хайфон,234,UK
363,лас-вегас,228,UK
364,чонгзуо,41,UK
365,равалпінді,158,UK
366,кумасі,78,UK
367,портленд,228,UK
368,вони пішли,94,UK
369,хечжоу,41,UK
370,пінлян,41,UK
371,святий антоній,228,UK
372,перт,12,UK
373,вішакхапатнам,94,UK
374,шенлі,41,UK
375,гуджранвала,158,UK
376,байчен,41,UK
377,фушунь,41,UK
378,сент-луїс,228,UK
379,бамако,127,UK
380,кіто,59,UK
381,мінськ,18,UK
382,індаур,94,UK
383,іньчуань,41,UK
384,он той,46,UK
385,пешавар,158,UK
386,саппоро,103,UK
387,ашфахан,96,UK
388,каракас,233,UK
389,пінсян,41,UK
390,алеппо,207,UK
391,тіхуана,134,UK
392,алмати,106,UK
393,відень,13,UK
394,thāne,94,UK
395,сакраменто,228,UK
396,блантайр,124,UK
397,я думаю,208,UK
398,чжухай,41,UK
399,бухарест,171,UK
400,куритиба,27,UK
401,мултан,158,UK
402,сіпін,41,UK
403,екатепек,134,UK
404,цзісі,41,UK
405,саіду шаріф,158,UK
406,ляоян,41,UK
407,гамбург,77,UK
408,меру,107,UK
409,браззавіль,45,UK
410,орландо,228,UK
411,фусінь,41,UK
412,ого,41,UK
413,манаус,27,UK
414,бхопал,94,UK
415,сан-хосе,228,UK
416,варшава,166,UK
417,лубумбаші,46,UK
418,давао,164,UK
419,хайкоу,41,UK
420,дамаск,207,UK
421,шуянчжа,41,UK
422,брюссель,19,UK
423,лусака,238,UK
424,хайдарабад сіті,158,UK
425,будапешт,92,UK
426,шуочжоу,41,UK
427,клівленд,228,UK
428,беньсі,41,UK
429,баїнь,41,UK
430,пітсбург,228,UK
431,патна,94,UK
432,мосул,97,UK
433,місто калукан,164,UK
434,остін,228,UK
435,санчжоу,41,UK
436,бейхай,41,UK
437,мекка,184,UK
438,вулик,41,UK
439,цзіндечжень,41,UK
440,конакрі,86,UK
441,кампала,224,UK
442,цинциннаті,228,UK
443,ресіфі,27,UK
444,юйшань,41,UK
445,чжунлі,208,UK
446,канзас сіті,228,UK
447,манхеттен,228,UK
448,біласпур,94,UK
449,семаранг,95,UK
450,лудхіана,94,UK
451,новосибірськ,172,UK
452,чентанцунь,41,UK
453,рано,94,UK
454,дорогі,96,UK
455,веньчжоу,41,UK
456,індіанаполіс,228,UK
457,лев з альдами,134,UK
458,пуебла,134,UK
459,калян,94,UK
460,мадурай,94,UK
461,мбуджі-мати,46,UK
462,гебі,41,UK
463,шираз,96,UK
464,джамшедпур,94,UK
465,колумб,228,UK
466,тебріз,96,UK
467,маракайбо,233,UK
468,kawasaki,103,UK
469,аба,151,UK
470,палембанг,95,UK
471,чжанцзяцзе,41,UK
472,кобе,103,UK
473,шарлотта,228,UK
474,чаншу,41,UK
475,ляньцзян,41,UK
476,сімейкун,41,UK
477,цзянгуан,41,UK
478,юйчен,41,UK
479,віфлеєм,27,UK
480,гіпінг,41,UK
481,лейчжоу,41,UK
482,кванджу,197,UK
483,мюнхен,77,UK
484,воно прийде,94,UK
485,порту-алегрі,27,UK
486,валенсія,233,UK
487,оніча,151,UK
488,абу-дабі,226,UK
489,вірджинія біч,228,UK
490,теджон,197,UK
491,запопан,134,UK
492,єкатеринбург,172,UK
493,хуачжоу,41,UK
494,кіото,103,UK
495,шуан'яшань,41,UK
496,пічжоу,41,UK
497,el kelaa des srarhna,140,UK
498,харків,225,UK
499,янше,41,UK
500,гуюань,41,UK
501,хульна,16,UK
502,мускатний,157,UK
503,бронкс,228,UK
504,гаочжоу,41,UK
505,чичжоу,41,UK
506,фарідабад,94,UK
507,улан-батор,137,UK
508,гоянія,27,UK
509,fuqing,41,UK
510,белград,186,UK
511,пінду,41,UK
512,мілан,101,UK
513,аурангабад,94,UK
514,земний,41,UK
515,мілуокі,228,UK
516,хуаншань,41,UK
517,окленд,148,UK
518,макассар,95,UK
519,сантьяго,58,UK
520,прага,53,UK
521,лаяти,94,UK
522,лянші,41,UK
523,кордова,9,UK
524,гуарульюс,27,UK
525,аль башра,97,UK
526,сайтама,103,UK
527,хуарес,134,UK
528,монтевідео,229,UK
529,сіньтай,41,UK
530,вусонг,41,UK
531,мірут,94,UK
532,юшу,41,UK
533,rongcheng,41,UK
534,хуачжоу,41,UK
535,янцюань,41,UK
536,аделаїда,12,UK
537,байшань,41,UK
538,даян,41,UK
539,хайчен,41,UK
540,jiangyin,41,UK
541,хуайінь,41,UK
542,wuzhong,41,UK
543,какуако,6,UK
544,барранкілья,43,UK
545,софія,30,UK
546,соуето,195,UK
547,джабалпур,94,UK
548,UKcheng,41,UK
549,ніжній новгород,172,UK
550,шаоян,41,UK
551,дханбад,94,UK
552,комаягуела,90,UK
553,лайву,41,UK
554,шарджа,226,UK
555,дзвін,41,UK
556,казань,172,UK
557,сувон,197,UK
558,юнчен,41,UK
559,калгарі,36,UK
560,може тхо,234,UK
561,абуджа,151,UK
562,мандалай,142,UK
563,бейдао,41,UK
564,сяншуй,41,UK
565,дадукоу,41,UK
566,старе село,27,UK
567,челябінськ,172,UK
568,момбаса,107,UK
569,провидіння,228,UK
570,варанасі,94,UK
571,кум,96,UK
572,чжан'є,41,UK
573,хіросіма,103,UK
574,майдугурі,151,UK
575,мапуту,141,UK
576,доха,169,UK
577,розаріо,9,UK
578,пікін,185,UK
579,xinyu,41,UK
580,ахваз,96,UK
581,джексонвілл,228,UK
582,медіна,184,UK
583,срінагар,94,UK
584,омськ,172,UK
585,ляоюань,41,UK
586,цилакап,95,UK
587,інтань,41,UK
588,бандар лампунг,95,UK
589,самара,172,UK
590,гуанькоу,41,UK
591,ульсан,197,UK
592,дінчжоу,41,UK
593,кампінас,27,UK
594,ляньюань,41,UK
595,дакар,185,UK
596,rongcheng,41,UK
597,кайюань,41,UK
598,найп'їдо,142,UK
599,кігалі,173,UK
600,лейян,41,UK
601,ічунь,41,UK
602,бенін сіті,151,UK
603,бірмінгем,227,UK
604,сянтао,41,UK
605,амрітсар,94,UK
606,кальяо,163,UK
607,монтеррей,134,UK
608,алігарх,94,UK
609,інчуань,41,UK
610,місто несауалькойотль,134,UK
611,тріполі,117,UK
612,нампо,154,UK
613,ростов,172,UK
614,тегусігальпа,90,UK
615,тбілісі,76,UK
616,гувахаті,94,UK
617,уфа,172,UK
618,фес,140,UK
619,б'єн хоа,234,UK
620,нджамена,39,UK
621,ікар,151,UK
622,солт-лейк-сіті,228,UK
623,бхілай,94,UK
624,годину,94,UK
625,тамале,78,UK
626,xibeijie,41,UK
627,копенгаген,55,UK
628,несауалькойотль,134,UK
629,ханьчуань,41,UK
630,gongzhuling,41,UK
631,красноярськ,172,UK
632,кельн,77,UK
633,ічен,41,UK
634,чжуфен,41,UK
635,сан-гонкало,27,UK
636,нешвілл,228,UK
637,єреван,10,UK
638,нур-султан,106,UK
639,нуакшот,131,UK
640,асоціація,195,UK
641,річмонд,228,UK
642,сент-луїс,27,UK
643,я вигукував,94,UK
644,сан-педро-сула,90,UK
645,taixing,41,UK
646,гваліор,94,UK
647,мемфіс,228,UK
648,струсіть,197,UK
649,бездротовий,94,UK
650,едмонтон,36,UK
651,бішкек,111,UK
652,мічжоу,41,UK
653,туніс,218,UK
654,сішань,41,UK
655,ezhou,41,UK
656,баркісімето,233,UK
657,сендай,103,UK
658,хеган,41,UK
659,катманду,145,UK
660,мехікалі,134,UK
661,воронеж,172,UK
662,завивка,172,UK
663,чанвон,197,UK
664,чжунвей,41,UK
665,шоугуан,41,UK
666,богор,95,UK
667,raleigh,228,UK
668,картахена,43,UK
669,чандігарх,94,UK
670,матола,141,UK
671,джодхпур,94,UK
672,ogbomoso,151,UK
673,шимкент,106,UK
674,ніамей,150,UK
675,тайчжоу,41,UK
676,манагуа,149,UK
677,начинка,95,UK
678,шубра аль-хайма,60,UK
679,масейо,27,UK
680,монровія,116,UK
681,вафандянь,41,UK
682,чжунсян,41,UK
683,одеса,225,UK
684,порт-о-пренс,89,UK
685,новий орлеан,228,UK
686,красива вілла,134,UK
687,чт дук,234,UK
688,волгоград,172,UK
689,майсур,94,UK
690,ісламабад,158,UK
691,сіньї,41,UK
692,райпур,94,UK
693,арекіпа,163,UK
694,порт-харкорт,151,UK
695,луїсвіль,228,UK
696,заоян,41,UK
697,шуйчжай,41,UK
698,xingyi,41,UK
699,кота,94,UK
700,кветта,158,UK
701,оттава,36,UK
702,стокгольм,205,UK
703,асмара,63,UK
704,фрітаун,188,UK
705,в'єнтьян,112,UK
706,єрусалим,100,UK
707,бангі,38,UK
708,панама сіті,160,UK
709,амстердам,146,UK
710,ломе,215,UK
711,лібревіль,74,UK
712,загреб,49,UK
713,понеділок,209,UK
714,лілонгве,124,UK
715,котону,21,UK
716,коломбо,200,UK
717,преторія,195,UK
718,вінніпег,36,UK
719,місто квебек,36,UK
720,осло,156,UK
721,афіни,80,UK
722,бужумбура,32,UK
723,гельсінкі,70,UK
724,скоп'є,122,UK
725,кишинів,135,UK
726,рига,113,UK
727,кінгстон,102,UK
728,рабат,140,UK
729,вільнюс,119,UK
730,сан-сальвадор,61,UK
731,джібуті,56,UK
732,дублін,98,UK
733,гаага,146,UK
734,успенський,162,UK
735,лісабон,167,UK
736,братислава,191,UK
737,кітченер,36,UK
738,таллінн,64,UK
739,бейрут,114,UK
740,кейптаун,195,UK
741,тирана,2,UK
742,веллінгтон,148,UK
743,додома,210,UK
744,галіфакс,36,UK
745,бісау,87,UK
746,канберра,12,UK
747,вже,198,UK
748,ямусукро,54,UK
749,вікторія,36,UK
750,масеру,115,UK
751,нікосія,52,UK
752,віндгук,143,UK
753,порт-морсбі,161,UK
754,порто-ново,21,UK
755,сукре,24,UK
756,святий йосип,48,UK
757,любляна,192,UK
758,сараєво,25,UK
759,нассау,212,UK
760,блумфонтейн,195,UK
761,форт де франс,130,UK
762,нью-делі,94,UK
763,габороне,26,UK
764,парамарібо,202,UK
765,ні,214,UK
766,чоловік,126,UK
767,джорджтаун,88,UK
768,гібралтар,79,UK
769,сен-дені,170,UK
770,розмиті,62,UK
771,подгориця,138,UK
772,манама,15,UK
773,порт-луїс,132,UK
774,віллемстад,51,UK
775,берн,206,UK
776,папеете,73,UK
777,люксембург,120,UK
778,рейк'явік,93,UK
779,прая,33,UK
780,шрі джайеварденепура котте,200,UK
781,бріджтаун,17,UK
782,мороній,44,UK
783,тхімпху,23,UK
784,мбабане,204,UK
785,нумеа,147,UK
786,хоніара,193,UK
787,сува,69,UK
788,анкара,219,UK
789,кастрі,177,UK
790,cayenne,72,UK
791,святий фома,183,UK
792,порт-віла,231,UK
793,гамільтон,22,UK
794,місто сері-бегаван,29,UK
795,монако,136,UK
796,очікуйте це,32,UK
797,порт-оф-спейн,217,UK
798,апіа,181,UK
799,колекція,108,UK
800,ораньестад,11,UK
801,сент-гелієр,104,UK
802,банджул,213,UK
803,мамудзу,133,UK
804,маджуро,129,UK
805,дуглас,99,UK
806,джорджтаун,37,UK
807,вікторія,187,UK
808,кінгстаун,180,UK
809,андорра-ла-велья,5,UK
810,святого іоанна,8,UK
811,нукуалофа,216,UK
812,ашхабад,220,UK
813,нуук,81,UK
814,бельмопан,20,UK
815,рід,57,UK
816,бастер,176,UK
817,торсгавн,67,UK
818,оплата,4,UK
819,валетта,128,UK
820,газа,75,UK
821,великий турок,221,UK
822,залишати,68,UK
823,боротьба,222,UK
824,вадуц,118,UK
825,зачекай,204,UK
826,аваруа,47,UK
827,святого георгія,82,UK
828,сан-марино,182,UK
829,аль-кудс,236,UK
830,капітолійський пагорб,155,UK
831,стенлі,66,UK
832,ватикан,232,UK
833,кохання,152,UK
834,низинний,83,UK
835,hagåtña,84,UK
836,маріго,178,UK
837,джеймстаун,175,UK
838,брейди,139,UK
839,філіпсбург,190,UK
840,мова,144,UK
841,приштина,109,UK
842,густавія,174,UK
843,роуд таун,28,UK
844,нгерулмуд,159,UK
845,сен-п'єр,179,UK
846,долина,7,UK
847,екран-оплата,235,UK
848,кінгстон,153,UK
849,лонг'їр,203,UK
850,давайте веселитися,140,UK
851,адамстаун,165,UK
852,бухта летючої риби,42,UK
853,пойнт короля едуарда,196,UK
854,барейлі,94,UK
855,куанг ха,234,UK
856,xingcheng,41,UK
857,донгтай,41,UK
858,аль мансура,60,UK
859,інчен,41,UK
860,чіба,103,UK
861,пеканбару,95,UK
862,luocheng,41,UK
863,дніпро,225,UK
864,і це,41,UK
865,наталка,27,UK
866,що завгодно,41,UK
867,місто замбоанга,164,UK
868,кіркук,97,UK
869,неаполь,101,UK
870,учуань,41,UK
871,хуейлун,41,UK
872,оклахома сіті,228,UK
873,морелія,134,UK
874,себу сіті,164,UK
875,шаосін,41,UK
876,коїмбатор,94,UK
877,схід санто-домінго,58,UK
878,сетагая,103,UK
879,sŏngnam,197,UK
880,тайшань,41,UK
881,fangchenggang,41,UK
882,солапур,94,UK
883,танжер,140,UK
884,anqiu,41,UK
885,фейчен,41,UK
886,керманшах,96,UK
887,кітакюсю,103,UK
888,мейшань,41,UK
889,північний хартум,201,UK
890,кісангані,46,UK
891,агуаскальєнтес,134,UK
892,марракеш,140,UK
893,донецьк,225,UK
894,трухільо,163,UK
895,тайхе,41,UK
896,бріджпорт,228,UK
897,трихінополь,94,UK
898,сіньань,41,UK
899,тайхецунь,41,UK
900,наукальпан з хуареса,134,UK
901,оверрі,151,UK
902,паданг,95,UK
903,цінчжоу,41,UK
904,буйвол,228,UK
905,лічуань,41,UK
906,дей,41,UK
907,форт-ворт,228,UK
908,ханчжоу,41,UK
909,кампо гранде,27,UK
910,чжуанхе,41,UK
911,гартфорд,228,UK
912,бобо діулассо,31,UK
913,ad damms,184,UK
914,лхаса,41,UK
915,цзяочжоу,41,UK
916,місто тагіг,164,UK
917,меріда,134,UK
918,янчунь,41,UK
919,пучхон,197,UK
920,кришка,41,UK
921,антиполо,164,UK
922,хублі,94,UK
923,абеокута,151,UK
924,канкун,134,UK
925,тусон,228,UK
926,краснодар,172,UK
927,наталка,27,UK
928,чихуахуа,134,UK
929,кланг,125,UK
930,турин,101,UK
931,з рамаді,97,UK
932,лайян,41,UK
933,розпродаж,140,UK
934,джаландхар,94,UK
935,кайфен ченгуаньчжень,41,UK
936,ікеджа,151,UK
937,маланг,95,UK
938,марсель,71,UK
939,сальтільо,134,UK
940,гаомі,41,UK
941,іпох,125,UK
942,hai'an,41,UK
943,оран,3,UK
944,ермосільо,134,UK
945,вейчанглу,41,UK
946,шаче,41,UK
947,угода,41,UK
948,хайлун,41,UK
949,маченг,41,UK
950,акуре,151,UK
951,ілорін,151,UK
952,терезіна,27,UK
953,юці,41,UK
954,омаха,228,UK
955,саратов,172,UK
956,ербіль,97,UK
957,ігуасу,27,UK
958,крок,228,UK
959,місто пасіг,164,UK
960,денпасар,95,UK
961,дехуй,41,UK
962,бхубанешвар,94,UK
963,тунчуань,41,UK
964,чонджу,197,UK
965,варрі,151,UK
966,чорна точка,45,UK
967,сакай,103,UK
968,rongjiawan,41,UK
969,баттерворт,125,UK
970,renqiu,41,UK
971,гонолулу,228,UK
972,xindi,41,UK
973,вуань,41,UK
974,сан-бернарду-ду-кампу,27,UK
975,gaoyou,41,UK
976,куліакан,134,UK
977,хецзянь,41,UK
978,іян,41,UK
979,puxi,41,UK
980,цзіцзінлу,41,UK
981,жоао пессоа,27,UK
982,макаллен,228,UK
983,керетаро,134,UK
984,abaete,27,UK
985,палермо,43,UK
986,цінпін,41,UK
987,валенсія,199,UK
988,ніігата,103,UK
989,лідс,227,UK
990,морадабад,94,UK
991,хамамацу,103,UK
992,сянсян,41,UK
993,чаохуцунь,41,UK
994,фуян,41,UK
995,хомс,207,UK
996,лубанго,6,UK
997,сан-луїс-потосі,134,UK
998,ченчен,41,UK
999,далі,41,UK
1000,хамхунг,154,UK
1001,краків,166,UK
1002,гемпстед,228,UK
1003,франкфурт,77,UK
1004,аль айн,226,UK
1005,сонгзі,41,UK
1006,лайсі,41,UK
1007,бахавалпур,158,UK
1008,чжунба,41,UK
1009,кадуна,151,UK
1010,qingnian,41,UK
1011,альбукерке,228,UK
1012,сіньхуалу,41,UK
1013,неріма,103,UK
1014,гуаншуй,41,UK
1015,тлайомулко де суніга,134,UK
1016,самаринда,95,UK
1017,пітермаріцбург,195,UK
1018,чанхуа,208,UK
1019,колхапур,94,UK
1020,сижан,41,UK
1021,місто гвайяна,233,UK
1022,кукута,43,UK
1023,licheng,41,UK
1024,моє замовлення,103,UK
1025,тіруванантапурам,94,UK
1026,тюмень,172,UK
1027,нампула,141,UK
1028,zaporizhzhia,225,UK
1029,ченгуань,41,UK
1030,кумамото,103,UK
1031,старий,41,UK
1032,бірмінгем,228,UK
1033,цзуньхуа,41,UK
1034,валенсуела,164,UK
1035,orūmīyeh,96,UK
1036,уган,41,UK
1037,старший,151,UK
1038,шуанцяо,41,UK
1039,комодоро рівадавія,9,UK
1040,золотий кагаян,164,UK
1041,langzhong,41,UK
1042,цяньань,41,UK
1043,львів,225,UK
1044,зоупінг,41,UK
1045,наджаф,97,UK
1046,сагаміхара,103,UK
1047,сарасота,228,UK
1048,міссісога,36,UK
1049,окаяма,103,UK
1050,анлу,41,UK
1051,дейтон,228,UK
1052,чанша,41,UK
1053,тримайте,134,UK
1054,шихезі,41,UK
1055,джорджтаун,125,UK
1056,енугу,151,UK
1057,соледад,43,UK
1058,jaboatão,27,UK
1059,встати,197,UK
1060,ятоу,41,UK
1061,святий андрій,27,UK
1062,січан,41,UK
1063,бхіванді,94,UK
1064,місто параньяке,164,UK
1065,dasmariñas,164,UK
1066,ченсян,41,UK
1067,сахаранпур,94,UK
1068,варангал,94,UK
1069,едогава,103,UK
1070,осаско,27,UK
1071,дашицяо,41,UK
1072,латакія,207,UK
1073,рочестер,228,UK
1074,фресно,228,UK
1075,банджармасін,95,UK
1076,салем,94,UK
1077,генерал сантос,164,UK
1078,ḩamāh,207,UK
1079,бакур,164,UK
1080,набряк,41,UK
1081,гваделупе,134,UK
1082,адачі,103,UK
1083,цяньсі,41,UK
1084,тольятті,172,UK
1085,макао,121,UK
1086,баучі,151,UK
1087,гамільтон,36,UK
1088,łódź,166,UK
1089,мілуо ченгуаньчжень,41,UK
1090,гайчжоу,41,UK
1091,mālegaon,94,UK
1092,в кербелі,97,UK
1093,лелінг,41,UK
1094,сан-жозе-дус-кампус,27,UK
1095,севілья,199,UK
1096,цзяньше,41,UK
1097,сідзуока,103,UK
1098,jingcheng,41,UK
1099,кочі,94,UK
1100,аллентаун,228,UK
1101,тасікмалая,95,UK
1102,рашт,96,UK
1103,сіньмінь,41,UK
1104,чжуншу,41,UK
1105,xigaze,41,UK
1106,горакхпур,94,UK
1107,як сулейманія,97,UK
1108,сарагоса,199,UK
1109,акапулько де хуарес,134,UK
1110,весна,96,UK
1111,палермо,101,UK
1112,гуанькоу,41,UK
1113,талса,228,UK
1114,tlaquepaque,134,UK
1115,мазатлан,134,UK
1116,сун'ян,41,UK
1117,кейп корал,228,UK
