Id,Name,Country Id,Language
145,тайчжоу,41,RU
146,абиджан,54,RU
147,хуайхуа,41,RU
148,цзиань,41,RU
149,сяоганьчжан,41,RU
150,пиндиншань,41,RU
151,цзюцзян,41,RU
152,сурат,94,RU
153,гуйян,41,RU
154,александрия,60,RU
155,бочжоу,41,RU
156,сидней,12,RU
157,хуэйчжоу,41,RU
158,хуайань,41,RU
159,чэньчжоу,41,RU
160,барселона,199,RU
161,аньцин,41,RU
162,суцянь,41,RU
163,бостон,228,RU
164,цзянмэнь,41,RU
165,мяньян,41,RU
166,харбин,41,RU
167,хуанлунси,41,RU
168,мельбурн,12,RU
169,цзыбо,41,RU
170,далянь,41,RU
171,хэншуй,41,RU
172,ибинь,41,RU
173,янчжоу,41,RU
174,тимбио,43,RU
175,йоханнесбург,195,RU
176,иян,41,RU
177,гуйган,41,RU
178,синьпу,41,RU
179,мэйчжоу,41,RU
180,касабланка,140,RU
181,ланфанг,41,RU
182,чжанцзякоу,41,RU
183,чифэн,41,RU
184,линьфэнь,41,RU
185,цзянгуанчи,41,RU
186,кабул,1,RU
187,феникс,228,RU
188,лучжоу,41,RU
189,тайюань,41,RU
190,чжаоцин,41,RU
191,сяоксита,41,RU
192,сямэнь,41,RU
193,фучжоу,41,RU
194,лючжоу,41,RU
195,чжучжоу,41,RU
196,амман,105,RU
197,джидда,184,RU
198,чучжоу,41,RU
199,лоуди,41,RU
200,дэян,41,RU
201,цинъюань,41,RU
202,кано,151,RU
203,уху,41,RU
204,сиэтл,228,RU
205,иокогама,103,RU
206,биньчжоу,41,RU
207,баоцзиши,41,RU
208,цзаочжуан,41,RU
209,нэйцзян,41,RU
210,байчэн,41,RU
211,берлин,77,RU
212,аньшань,41,RU
213,ланьчжоу,41,RU
214,пуян,41,RU
215,сан-франциско,228,RU
216,цзяоцзо,41,RU
217,хечи,41,RU
218,монреаль,36,RU
219,детройт,228,RU
220,чэнду,41,RU
221,пусан,197,RU
222,алжир,3,RU
223,ханьчжун,41,RU
224,шиян,41,RU
225,лакнау,94,RU
226,цитировать,41,RU
227,юлиньши,41,RU
228,чанчжи,41,RU
229,циньчжоу,41,RU
230,бачжоу,41,RU
231,циньчэн,41,RU
232,чжуншань,41,RU
233,судиться,41,RU
234,лэшань,41,RU
235,сан диего,228,RU
236,фейсалабад,158,RU
237,гуанъань,41,RU
238,тонгрен,41,RU
239,бенгбу,41,RU
240,санта круз,24,RU
241,циньхуандао,41,RU
242,тунляо,41,RU
243,цзиньчжоу,41,RU
244,чжэньцзян,41,RU
245,урумчи,41,RU
246,хэюань,41,RU
247,джайпур,94,RU
248,синьчжоу,41,RU
249,учжоу,41,RU
250,аддис-абеба,65,RU
251,чаоян,41,RU
252,бразилиа,27,RU
253,мешхед,96,RU
254,шаогуань,41,RU
255,кувейт,110,RU
256,шаньвэй,41,RU
257,кесон-сити,164,RU
258,миннеаполис,228,RU
259,киев,225,RU
260,санаа,237,RU
261,мэйшань,41,RU
262,город гватемала,85,RU
263,инчхон,197,RU
264,нингде,41,RU
265,тампа,228,RU
266,дацин,41,RU
267,путин,41,RU
268,бандунг,95,RU
269,сурабая,95,RU
270,сальвадор,27,RU
271,денвер,228,RU
272,рим,101,RU
273,мир,24,RU
274,хух-хото,41,RU
275,сянтань,41,RU
276,пхеньян,154,RU
277,тайчжун,208,RU
278,вэйхай,41,RU
279,жичжао,41,RU
280,муданьцзян,41,RU
281,гаосюн,208,RU
282,гуаякиль,59,RU
283,тилинг,41,RU
284,канпур,94,RU
285,динси,41,RU
286,тайбэй,208,RU
287,наньпин,41,RU
288,цзыгун,41,RU
289,чаочжоу,41,RU
290,баотоу,41,RU
291,гулоу,41,RU
292,лунъянь,41,RU
293,анькан,41,RU
294,баошань,41,RU
295,хулудао,41,RU
296,антананариву,123,RU
297,яньцзян,41,RU
298,чаттограмма,16,RU
299,санто-доминго,58,RU
300,саньмин,41,RU
301,длинный,41,RU
302,бруклин,228,RU
303,янцзян,41,RU
304,цзямусы,41,RU
305,ибадан,151,RU
306,луохэ,41,RU
307,линканг,41,RU
308,медельин,43,RU
309,сюаньчжоу,41,RU
310,юнфу,41,RU
311,дубай,226,RU
312,мирзапур,94,RU
313,ташкент,230,RU
314,гуанъюань,41,RU
315,кали,43,RU
316,хуанши,41,RU
317,уагадугу,31,RU
318,тэгу,197,RU
319,форталеза,27,RU
320,яунде,35,RU
321,дуала,35,RU
322,цзилинь,41,RU
323,даньдун,41,RU
324,ляньшань,41,RU
325,инкоу,41,RU
326,нагпур,94,RU
327,омдурман,201,RU
328,бекаси,95,RU
329,газиабад,94,RU
330,юйси,41,RU
331,брисбен,12,RU
332,аньшунь,41,RU
333,депок,95,RU
334,шанхай,41,RU
335,хуайнань,41,RU
336,куайдамао,41,RU
337,аккра,78,RU
338,фукуока,103,RU
339,цзиньчэн,41,RU
340,ванкувер,36,RU
341,тангеранг,95,RU
342,саньмэнься,41,RU
343,лёльн,41,RU
344,квинс,228,RU
345,циньбалин,41,RU
346,синин,41,RU
347,мааньшань,41,RU
348,yan’an,41,RU
349,баку,14,RU
350,гаопин,41,RU
351,хараре,239,RU
352,гавана,50,RU
353,пномпень,34,RU
354,нинбо,41,RU
355,могадишо,194,RU
356,пунинг,41,RU
357,пока,95,RU
358,хуайбэй,41,RU
359,цинъян,41,RU
360,риверсайд,228,RU
361,балтимор,228,RU
362,хайфон,234,RU
363,лас вегас,228,RU
364,чунцзуо,41,RU
365,равалпинди,158,RU
366,кумаси,78,RU
367,портленд,228,RU
368,они ушли,94,RU
369,хэчжоу,41,RU
370,пинлян,41,RU
371,святой антоний,228,RU
372,перт,12,RU
373,вишакхапатнам,94,RU
374,шэнли,41,RU
375,гуджранвала,158,RU
376,байчэн,41,RU
377,фушунь,41,RU
378,святой луи,228,RU
379,бамако,127,RU
380,кито,59,RU
381,минск,18,RU
382,индаур,94,RU
383,иньчуань,41,RU
384,вон тот,46,RU
385,пешавар,158,RU
386,саппоро,103,RU
387,ашфахан,96,RU
388,каракас,233,RU
389,пинсян,41,RU
390,алеппо,207,RU
391,тихуана,134,RU
392,алматы,106,RU
393,вена,13,RU
394,тейн,94,RU
395,сакраменто,228,RU
396,блантайр,124,RU
397,я думаю,208,RU
398,чжухай,41,RU
399,бухарест,171,RU
400,куритиба,27,RU
401,мултан,158,RU
402,сипин,41,RU
403,экатепек,134,RU
404,цзиси,41,RU
405,саиду шариф,158,RU
406,ляоян,41,RU
407,гамбург,77,RU
408,меру,107,RU
409,браззавиль,45,RU
410,орландо,228,RU
411,фусинь,41,RU
412,ух ты,41,RU
413,манаус,27,RU
414,бхопал,94,RU
415,сан - хосе,228,RU
416,варшава,166,RU
417,лубумбаши,46,RU
418,давао,164,RU
419,хайкоу,41,RU
420,дамаск,207,RU
421,шуянджа,41,RU
422,брюссель,19,RU
423,лусака,238,RU
424,хайдарабад сити,158,RU
425,будапешт,92,RU
426,шуочжоу,41,RU
427,кливленд,228,RU
428,бэньси,41,RU
429,байин,41,RU
430,питтсбург,228,RU
431,патна,94,RU
432,мосул,97,RU
433,калукан сити,164,RU
434,остин,228,RU
435,санчжоу,41,RU
436,бэйхай,41,RU
437,мекка,184,RU
438,улей,41,RU
439,цзиндэчжэнь,41,RU
440,конакри,86,RU
441,кампала,224,RU
442,цинциннати,228,RU
443,ресифи,27,RU
444,юшань,41,RU
445,чжунли,208,RU
446,канзас-сити,228,RU
447,манхэттен,228,RU
448,биласпур,94,RU
449,семаранг,95,RU
450,лудхиана,94,RU
451,новосибирск,172,RU
452,чэнтанцунь,41,RU
453,рано,94,RU
454,дорогие,96,RU
455,вэньчжоу,41,RU
456,индианаполис,228,RU
457,лев алдамы,134,RU
458,пуэбла,134,RU
459,калян,94,RU
460,мадурай,94,RU
461,мбуджи-мать,46,RU
462,хеби,41,RU
463,шираз,96,RU
464,джамшедпур,94,RU
465,колумбус,228,RU
466,тебриз,96,RU
467,маракайбо,233,RU
468,кавасаки,103,RU
469,аба,151,RU
470,палембанг,95,RU
471,чжанцзяцзе,41,RU
472,кобе,103,RU
473,шарлотта,228,RU
474,чаншу,41,RU
475,ляньцзян,41,RU
476,симейкунь,41,RU
477,цзянгуан,41,RU
478,юйчэн,41,RU
479,вифлеем,27,RU
480,гипинг,41,RU
481,лэйчжоу,41,RU
482,кванджу,197,RU
483,мюнхен,77,RU
484,он придет,94,RU
485,порту-алегри,27,RU
486,валенсия,233,RU
487,онитша,151,RU
488,абу даби,226,RU
489,вирджиния-бич,228,RU
490,тэджон,197,RU
491,сапопан,134,RU
492,екатеринбург,172,RU
493,хуачжоу,41,RU
494,киото,103,RU
495,шуангьяшань,41,RU
496,пичжоу,41,RU
497,эль келаа дес срарана,140,RU
498,харьков,225,RU
499,янше,41,RU
500,гуюань,41,RU
501,хулна,16,RU
502,маскат,157,RU
503,бронкс,228,RU
504,гаочжоу,41,RU
505,чичжоу,41,RU
506,фаридабад,94,RU
507,улан-батор,137,RU
508,гояния,27,RU
509,фуцин,41,RU
510,белград,186,RU
511,пинду,41,RU
512,милан,101,RU
513,аурангабад,94,RU
514,земной,41,RU
515,милуоки,228,RU
516,хуаншань,41,RU
517,окленд,148,RU
518,макассар,95,RU
519,сантьяго,58,RU
520,прага,53,RU
521,ругать,94,RU
522,лянши,41,RU
523,кордова,9,RU
524,гуарульюс,27,RU
525,аль-басра,97,RU
526,сайтама,103,RU
527,хуарес,134,RU
528,монтевидео,229,RU
529,синтай,41,RU
530,усонг,41,RU
531,меерут,94,RU
532,юшу,41,RU
533,жунчэн,41,RU
534,хуачжоу,41,RU
535,янцюань,41,RU
536,аделаида,12,RU
537,байшань,41,RU
538,даян,41,RU
539,хайчэн,41,RU
540,цзянъинь,41,RU
541,хуайинь,41,RU
542,учжун,41,RU
543,какуако,6,RU
544,барранкилья,43,RU
545,софия,30,RU
546,соуэто,195,RU
547,джабалпур,94,RU
548,рученг,41,RU
549,nizhniy novgorod,172,RU
550,шаоян,41,RU
551,дханабад,94,RU
552,комаягуэла,90,RU
553,лайу,41,RU
554,шарджа,226,RU
555,звон,41,RU
556,казань,172,RU
557,сувон,197,RU
558,юнчэн,41,RU
559,калгари,36,RU
560,кан тхо,234,RU
561,абуджа,151,RU
562,мандалай,142,RU
563,бэйдао,41,RU
564,сяншуй,41,RU
565,дадукоу,41,RU
566,старая деревня,27,RU
567,челябинск,172,RU
568,момбаса,107,RU
569,провиденс,228,RU
570,варанаси,94,RU
571,кум,96,RU
572,чжанъе,41,RU
573,хиросима,103,RU
574,майдугури,151,RU
575,мапуту,141,RU
576,доха,169,RU
577,росарио,9,RU
578,пикин,185,RU
579,синьюй,41,RU
580,ахваз,96,RU
581,джексонвилл,228,RU
582,медина,184,RU
583,шринагар,94,RU
584,омск,172,RU
585,ляоюань,41,RU
586,чилакап,95,RU
587,интань,41,RU
588,бандар лампунг,95,RU
589,самара,172,RU
590,гуанькоу,41,RU
591,ульсан,197,RU
592,динчжоу,41,RU
593,кампинас,27,RU
594,ляньюань,41,RU
595,дакар,185,RU
596,жунчэн,41,RU
597,кайюань,41,RU
598,нэй пьи тау,142,RU
599,кигали,173,RU
600,лэйян,41,RU
601,ичунь,41,RU
602,бенин сити,151,RU
603,бирмингем,227,RU
604,сяньтао,41,RU
605,амритсар,94,RU
606,кальяо,163,RU
607,монтеррей,134,RU
608,алигарх,94,RU
609,инчуань,41,RU
610,несауалькойотль,134,RU
611,триполи,117,RU
612,нампо,154,RU
613,ростов,172,RU
614,тегусигальпа,90,RU
615,тбилиси,76,RU
616,гувахати,94,RU
617,уфа,172,RU
618,фес,140,RU
619,бьен хоа,234,RU
620,нджамена,39,RU
621,икар,151,RU
622,солт-лейк-сити,228,RU
623,бхилаи,94,RU
624,час,94,RU
625,тамале,78,RU
626,сибэйцзе,41,RU
627,копенгаген,55,RU
628,несауалькойотль,134,RU
629,ханьчуань,41,RU
630,гунчжулин,41,RU
631,красноярск,172,RU
632,кёльн,77,RU
633,ичэн,41,RU
634,чжуфэн,41,RU
635,сан-гонсалу,27,RU
636,нэшвилл,228,RU
637,ереван,10,RU
638,нур-султан,106,RU
639,нуакшот,131,RU
640,ассоциация,195,RU
641,ричмонд,228,RU
642,сент-луис,27,RU
643,я разглагольствовал,94,RU
644,сан-педро-сула,90,RU
645,тайсин,41,RU
646,гвалиор,94,RU
647,мемфис,228,RU
648,встряхнуть,197,RU
649,беспроводная связь,94,RU
650,эдмонтон,36,RU
651,бишкек,111,RU
652,мичжоу,41,RU
653,тунис,218,RU
654,сишань,41,RU
655,эчжоу,41,RU
656,баркисимето,233,RU
657,сендай,103,RU
658,хеган,41,RU
659,катманду,145,RU
660,мехикали,134,RU
661,воронеж,172,RU
662,пермь,172,RU
663,чханвон,197,RU
664,чжунвэй,41,RU
665,шоугуан,41,RU
666,богор,95,RU
667,роли,228,RU
668,картахена,43,RU
669,чандигарх,94,RU
670,матола,141,RU
671,джодхпур,94,RU
672,огбомосо,151,RU
673,shymkent,106,RU
674,ниамей,150,RU
675,тайчжоу,41,RU
676,манагуа,149,RU
677,начинка,95,RU
678,шубра аль-хайма,60,RU
679,масейо,27,RU
680,монровия,116,RU
681,вафандянь,41,RU
682,чжунсян,41,RU
683,одесса,225,RU
684,порт-о-пренс,89,RU
685,жители нового орлеана,228,RU
686,красивая вилла,134,RU
687,чт дык,234,RU
688,волгоград,172,RU
689,майсур,94,RU
690,исламабад,158,RU
691,синьи,41,RU
692,райпур,94,RU
693,арекипа,163,RU
694,порт-харкорт,151,RU
695,луисвилл,228,RU
696,цзаоян,41,RU
697,шуйжай,41,RU
698,синъи,41,RU
699,кота,94,RU
700,кветта,158,RU
701,оттава,36,RU
702,стокгольм,205,RU
703,асмэра,63,RU
704,фритаун,188,RU
705,вьентьян,112,RU
706,иерусалим,100,RU
707,банги,38,RU
708,панама,160,RU
709,амстердам,146,RU
710,ломе,215,RU
711,либревиль,74,RU
712,загреб,49,RU
713,понедельник,209,RU
714,лилонгве,124,RU
715,котону,21,RU
716,коломбо,200,RU
717,претория,195,RU
718,виннипег,36,RU
719,квебек,36,RU
720,осло,156,RU
721,афины,80,RU
722,бужумбура,32,RU
723,хельсинки,70,RU
724,скопье,122,RU
725,кишинев,135,RU
726,рига,113,RU
727,кингстон,102,RU
728,рабат,140,RU
729,вильнюс,119,RU
730,сан-сальвадор,61,RU
731,джибути,56,RU
732,дублин,98,RU
733,гаага,146,RU
734,предположение,162,RU
735,лиссабон,167,RU
736,братислава,191,RU
737,китченер,36,RU
738,таллинн,64,RU
739,бейрут,114,RU
740,кейптаун,195,RU
741,тирана,2,RU
742,веллингтон,148,RU
743,додома,210,RU
744,галифакс,36,RU
745,бисау,87,RU
746,канберра,12,RU
747,уже,198,RU
748,ямусукро,54,RU
749,виктория,36,RU
750,масеру,115,RU
751,никосия,52,RU
752,виндхук,143,RU
753,порт-морсби,161,RU
754,порто-ново,21,RU
755,сукре,24,RU
756,святой иосиф,48,RU
757,любляна,192,RU
758,сараево,25,RU
759,нассау,212,RU
760,блумфонтейн,195,RU
761,форт де франс,130,RU
762,нью-дели,94,RU
763,габороне,26,RU
764,парамарибо,202,RU
765,нет,214,RU
766,мужской,126,RU
767,джорджтаун,88,RU
768,гибралтар,79,RU
769,сен-дени,170,RU
770,размытый,62,RU
771,подгорица,138,RU
772,манама,15,RU
773,порт-луи,132,RU
774,виллемстад,51,RU
775,берн,206,RU
776,папеэте,73,RU
777,люксембург,120,RU
778,рейкьявик,93,RU
779,прая,33,RU
780,шри джаеварденепура котте,200,RU
781,бриджтаун,17,RU
782,мороний,44,RU
783,тхимпху,23,RU
784,мбабане,204,RU
785,нумеа,147,RU
786,хониара,193,RU
787,сува,69,RU
788,анкара,219,RU
789,кастри,177,RU
790,кайенна,72,RU
791,сент-томас,183,RU
792,порт-вила,231,RU
793,гамильтон,22,RU
794,сери бегаван таун,29,RU
795,монако,136,RU
796,ожидайте этого,32,RU
797,порт-оф-спейн,217,RU
798,апиа,181,RU
799,коллекция,108,RU
800,ораньестад,11,RU
801,сент-хелиер,104,RU
802,банжул,213,RU
803,мамудзу,133,RU
804,маджуро,129,RU
805,дуглас,99,RU
806,джорджтаун,37,RU
807,виктория,187,RU
808,кингстаун,180,RU
809,андорра-ла-велья,5,RU
810,сент-джонс,8,RU
811,нукуалофа,216,RU
812,ашхабад,220,RU
813,нуук,81,RU
814,бельмопан,20,RU
815,рид,57,RU
816,бастер,176,RU
817,торсхавн,67,RU
818,оплата,4,RU
819,валлетта,128,RU
820,газа,75,RU
821,гранд терк,221,RU
822,оставлять,68,RU
823,драться,222,RU
824,вадуц,118,RU
825,подожди,204,RU
826,аваруа,47,RU
827,сент-джордж,82,RU
828,сан-марино,182,RU
829,аль-кудс,236,RU
830,капитолийский холм,155,RU
831,стэнли,66,RU
832,ватикан,232,RU
833,любовь,152,RU
834,низменность,83,RU
835,хагатна,84,RU
836,мариго,178,RU
837,джеймстаун,175,RU
838,брейдс,139,RU
839,филипсбург,190,RU
840,язык,144,RU
841,приштина,109,RU
842,густавия,174,RU
843,род-таун,28,RU
844,нгерулмуд,159,RU
845,сен-пьер,179,RU
846,долина,7,RU
847,экран-оплата,235,RU
848,кингстон,153,RU
849,лонгйирбиен,203,RU
850,давай повеселимся,140,RU
851,адамстаун,165,RU
852,бухта летучей рыбы,42,RU
853,кинг эдвард пойнт,196,RU
854,барейли,94,RU
855,куанг ха,234,RU
856,синчэн,41,RU
857,донгтай,41,RU
858,аль мансура,60,RU
859,инчэн,41,RU
860,тиба,103,RU
861,пеканбару,95,RU
862,луочэн,41,RU
863,днепр,225,RU
864,и это,41,RU
865,натал,27,RU
866,что-либо,41,RU
867,замбоанга сити,164,RU
868,киркук,97,RU
869,неаполь,101,RU
870,учуань,41,RU
871,хуэйлун,41,RU
872,оклахома-сити,228,RU
873,морелия,134,RU
874,себу сити,164,RU
875,шаосин,41,RU
876,коимбатур,94,RU
877,санто-доминго восток,58,RU
878,сетагая,103,RU
879,сонгнам,197,RU
880,тайшань,41,RU
881,фанчэнган,41,RU
882,солапур,94,RU
883,танжер,140,RU
884,аньцю,41,RU
885,фейчэн,41,RU
886,керманшах,96,RU
887,китакюсю,103,RU
888,мэйшань,41,RU
889,хартум север,201,RU
890,кисангани,46,RU
891,агуаскальентес,134,RU
892,марракеш,140,RU
893,донецк,225,RU
894,трухильо,163,RU
895,тайхэ,41,RU
896,бриджпорт,228,RU
897,трихинополия,94,RU
898,синьань,41,RU
899,тайхекунь,41,RU
900,наукальпан хуарес,134,RU
901,оверри,151,RU
902,паданг,95,RU
903,цинчжоу,41,RU
904,буффало,228,RU
905,личуань,41,RU
906,дайе,41,RU
907,форт-уэрт,228,RU
908,ханчжоу,41,RU
909,кампо-гранде,27,RU
910,чжуанхэ,41,RU
911,хартфорд,228,RU
912,бобо-диуласо,31,RU
913,реклама даммс,184,RU
914,лхаса,41,RU
915,цзяочжоу,41,RU
916,тагиг сити,164,RU
917,мерида,134,RU
918,ян чун,41,RU
919,пучхон,197,RU
920,крышка,41,RU
921,антиполо,164,RU
922,хубли,94,RU
923,абеокута,151,RU
924,канкун,134,RU
925,тусон,228,RU
926,краснодар,172,RU
927,натал,27,RU
928,чихуахуа,134,RU
929,кланг,125,RU
930,турин,101,RU
931,с рамади,97,RU
932,лайян,41,RU
933,распродажа,140,RU
934,джаландхар,94,RU
935,кайфэн чэнгуаньчжэнь,41,RU
936,икея,151,RU
937,маланг,95,RU
938,марсель,71,RU
939,сальтильо,134,RU
940,гаоми,41,RU
941,ипох,125,RU
942,хайань,41,RU
943,оран,3,RU
944,эрмосильо,134,RU
945,вейчанлу,41,RU
946,шаче,41,RU
947,соглашение,41,RU
948,хайлун,41,RU
949,маченг,41,RU
950,акуре,151,RU
951,илорин,151,RU
952,терезина,27,RU
953,юси,41,RU
954,омаха,228,RU
955,саратов,172,RU
956,эрбиль,97,RU
957,игуасу,27,RU
958,шаг,228,RU
959,пасиг сити,164,RU
960,денпасар,95,RU
961,дэхуэй,41,RU
962,бхубанешвар,94,RU
963,тунчуань,41,RU
964,чхонджу,197,RU
965,варри,151,RU
966,черная точка,45,RU
967,сакаи,103,RU
968,жунцзявань,41,RU
969,баттерворт,125,RU
970,ренцю,41,RU
971,гонолулу,228,RU
972,зинди,41,RU
973,уань,41,RU
974,сан-бернарду-ду-кампу,27,RU
975,гаою,41,RU
976,кулиакан,134,RU
977,хэцзянь,41,RU
978,иян,41,RU
979,пуси,41,RU
980,цзыджинглу,41,RU
981,жоау пессоа,27,RU
982,макаллен,228,RU
983,керетаро,134,RU
984,абаэте,27,RU
985,палермо,43,RU
986,цинпин,41,RU
987,валенсия,199,RU
988,ниигата,103,RU
989,лидс,227,RU
990,морадабад,94,RU
991,хамамацу,103,RU
992,сянсян,41,RU
993,чаохукунь,41,RU
994,фуян,41,RU
995,хомс,207,RU
996,лубанго,6,RU
997,сан-луис-потоси,134,RU
998,чэньчэн,41,RU
999,дали,41,RU
1000,хамхонг,154,RU
1001,краков,166,RU
1002,хемпстед,228,RU
1003,франкфурт,77,RU
1004,аль айн,226,RU
1005,сонгзи,41,RU
1006,лайси,41,RU
1007,бахавалпур,158,RU
1008,чжунба,41,RU
1009,кадуна,151,RU
1010,циннянь,41,RU
1011,альбукерке,228,RU
1012,синьхуалу,41,RU
1013,нерима,103,RU
1014,гуаншуй,41,RU
1015,тлайомулько-де-сунига,134,RU
1016,самаринда,95,RU
1017,питермарицбург,195,RU
1018,чанхуа,208,RU
1019,колхапур,94,RU
1020,сижан,41,RU
1021,город гуаяна,233,RU
1022,кукута,43,RU
1023,личэн,41,RU
1024,мой заказ,103,RU
1025,тируванантапурам,94,RU
1026,тюмень,172,RU
1027,нампула,141,RU
1028,запорожья,225,RU
1029,чэнгуань,41,RU
1030,кумамото,103,RU
1031,старый,41,RU
1032,бирмингем,228,RU
1033,цзуньхуа,41,RU
1034,валенсуэла,164,RU
1035,орумие,96,RU
1036,уган,41,RU
1037,старейшина,151,RU
1038,шуанцяо,41,RU
1039,коммодор ривадавия,9,RU
1040,кагаян из золота,164,RU
1041,ланчжун,41,RU
1042,цяньань,41,RU
1043,львов,225,RU
1044,зупинг,41,RU
1045,ан-наджаф,97,RU
1046,сагамихара,103,RU
1047,сарасота,228,RU
1048,миссиссога,36,RU
1049,окаяма,103,RU
1050,анлу,41,RU
1051,дейтон,228,RU
1052,чанша,41,RU
1053,держать,134,RU
1054,шихези,41,RU
1055,джорджтаун,125,RU
1056,энугу,151,RU
1057,соледад,43,RU
1058,жабоатан,27,RU
1059,вставать,197,RU
1060,ято,41,RU
1061,святой андре,27,RU
1062,сичан,41,RU
1063,бхиванди,94,RU
1064,город паранак,164,RU
1065,дасмариньяс,164,RU
1066,чэнсян,41,RU
1067,сахаранпур,94,RU
1068,варангал,94,RU
1069,эдогава,103,RU
1070,осаско,27,RU
1071,дашицяо,41,RU
1072,латакия,207,RU
1073,рочестер,228,RU
1074,фресно,228,RU
1075,банджармасин,95,RU
1076,салем,94,RU
1077,генерал сантос,164,RU
1078,хама,207,RU
1079,бакур,164,RU
1080,припухлость,41,RU
1081,гваделупе,134,RU
1082,адачи,103,RU
1083,цяньси,41,RU
1084,тольятти,172,RU
1085,макао,121,RU
1086,баучи,151,RU
1087,гамильтон,36,RU
1088,лодзь,166,RU
1089,милуо чэнгуаньчжэнь,41,RU
1090,гайчжоу,41,RU
1091,малегаон,94,RU
1092,в кербеле,97,RU
1093,лелинг,41,RU
1094,сан-жозе-дус-кампус,27,RU
1095,севилья,199,RU
1096,цзяньше,41,RU
1097,сидзуока,103,RU
1098,цзинчэн,41,RU
1099,кочи,94,RU
1100,аллентаун,228,RU
1101,тасикмалая,95,RU
1102,рашт,96,RU
1103,синьминь,41,RU
1104,чжуншу,41,RU
1105,сигазе,41,RU
1106,горакхпур,94,RU
1107,как сулеймания,97,RU
1108,сарагоса,199,RU
1109,акапулько де хуарес,134,RU
1110,весна,96,RU
1111,палермо,101,RU
1112,гуанькоу,41,RU
1113,талса,228,RU
1114,тлакепак,134,RU
1115,масатлан,134,RU
1116,сун ян,41,RU
1117,мыс корал,228,RU
1118,чонгджин,154,RU
1119,пуян чэнгуаньчжэнь,41,RU
1120,цюнху,41,RU
